FIPS,WSI
29199,0.569
29201,0.523
29203,0.358
29205,0.557
29207,0.350
29209,0.436
29211,0.635
29213,0.488
29215,0.418
29217,0.546
29219,0.818
29221,0.481
29223,0.375
29225,0.472
29227,0.686
29229,0.470
29510,0.875
30001,2.166
30003,2.787
30005,11.423
30007,1.840
30009,0.874
30011,7.145
30013,1.716
30015,2.539
30017,5.729
30019,11.900
30021,4.831
30023,1.445
30025,5.022
30027,3.505
30029,0.258
30031,0.865
30033,6.244
30035,1.612
30037,10.288
30039,0.983
30041,8.680
30043,1.697
30045,2.196
30047,0.359
30049,1.259
30051,3.881
30053,0.505
30055,37.064
30057,0.951
30059,2.779
30061,0.596
30063,0.535
30065,10.148
30067,0.637
30069,7.232
30071,11.363
30073,1.501
30075,12.352
30077,0.637
30079,4.722
30081,0.656
30083,5.886
30085,8.529
30087,3.659
30089,0.455
30091,9.277
30093,1.486
30095,0.680
30097,0.669
30099,3.568
30101,3.434
30103,3.407
30105,9.424
30107,14.895
30109,5.327
30111,2.003
31001,100.000
31003,100.000
31005,4.987
31007,100.000
31009,2.209
31011,100.000
31013,100.000
31015,4.499
31017,2.529
31019,100.000
31021,1.477
31023,4.133
31025,1.406
31027,16.133
31029,100.000
31031,2.364
31033,100.000
31035,100.000
31037,3.148
31039,2.143
31041,38.143
31043,1.691
31045,13.217
31047,100.000
31049,100.000
31051,2.513
31053,3.038
31055,20.193
31057,100.000
31059,100.000
31061,100.000
31063,100.000
31065,100.000
31067,3.012
31069,11.302
31071,2.890
31073,100.000
31075,2.310
31077,37.221
31079,100.000
31081,100.000
31083,100.000
31085,100.000
31087,100.000
31089,5.857
31091,2.495
31093,100.000
31095,100.000
31097,1.279
31099,100.000
31101,100.000
31103,5.129
31105,100.000
31107,3.394
31109,1.345
31111,100.000
31113,7.514
31115,1.773
31117,5.360
31119,6.160
31121,100.000
31123,100.000
31125,8.239
31127,1.185
31129,100.000
31131,1.092
31133,1.172
31135,100.000
31137,100.000
31139,18.768
31141,100.000
31143,100.000
31145,100.000
31147,1.121
31149,2.630
31151,100.000
31153,66.449
31155,1.798
31157,100.000
31159,15.130
31161,6.682
31163,100.000
31165,16.262
31167,2.076
31169,100.000
31171,2.441
31173,1.296
31175,7.179
31177,2.439
31179,2.375
31181,100.000
31183,5.693
31185,100.000
32001,12.188
32003,14.482
32005,1.263
32007,3.272
32009,11.047
32011,11.847
32013,6.297
32015,6.065
32017,13.483
32019,2.806
32021,4.624
32023,6.478
32027,5.728
32029,0.968
32031,1.093
32033,1.815
32510,1.435
33001,0.238
33003,0.206
33005,0.238
33007,0.225
33009,0.224
33011,0.249
33013,0.237
33015,0.262
33017,0.258
33019,0.224
34001,0.311
34003,0.299
34005,0.277
34007,0.288
34009,0.324
34011,0.326
34013,0.306
34015,0.296
34017,0.325
34019,0.274
34021,0.269
34023,0.289
34025,0.298
34027,0.283
34029,0.277
34031,0.301
34033,0.322
34035,0.281
34037,0.257
34039,0.366
34041,0.259
35001,100.000
35003,9.021
35005,100.000
35006,65.100
35007,18.516
35009,100.000
35011,100.000
35013,100.000
35015,100.000
35017,7.307
35019,15.090
35021,81.931
35023,11.401
35025,100.000
35027,10.772
35028,5.858
35029,6.764
35031,17.689
35033,12.999
35035,7.405
35037,43.636
35039,2.057
35041,100.000
35043,10.221
35045,3.171
35047,16.608
35049,8.478
35051,100.000
35053,13.791
35055,2.905
35057,29.561
35059,100.000
35061,100.000
36001,0.233
36003,0.326
36005,0.316
36007,0.272
36009,0.245
36011,0.369
36013,0.236
36015,0.389
36017,0.262
36019,-1.000
36021,0.224
36023,0.267
36025,0.289
36027,0.266
36029,0.276
36031,0.233
36033,0.240
36035,0.212
36037,0.366
36039,0.256
36041,0.209
36043,0.198
36045,0.183
36047,0.658
36049,0.186
36051,0.394
36053,0.246
36055,0.421
36057,0.219
36059,0.650
36061,0.403
36063,0.350
36065,0.214
36067,0.300
36069,0.374
36071,0.271
36073,0.372
36075,0.203
36077,0.266
36079,0.331
36081,0.461
36083,0.226
36085,0.338
36087,0.306
36089,0.226
36091,0.220
36093,0.227
36095,0.302
36097,0.360
36099,0.357
36101,0.409
36103,0.660
36105,0.262
36107,0.285
36109,0.341
36111,0.256
36113,0.230
36115,0.228
36117,0.402
36119,0.322
36121,0.320
36123,0.358
37001,0.518
37003,0.359
37005,0.321
37007,0.461
37009,0.323
37011,0.308
37013,0.329
37015,0.492
37017,0.447
37019,0.442
37021,0.291
37023,0.340
37025,0.511
37027,0.335
37029,0.501
37031,0.416
37033,0.534
37035,0.350
37037,0.515
37039,0.235
37041,0.510
37043,0.225
37045,0.334
37047,0.438
37049,0.443
37051,0.485
37053,0.504
37055,0.475
37057,0.437
37059,0.375
37061,0.454
37063,0.495
37065,0.286
37067,0.382
37069,0.497
37071,0.342
37073,0.517
37075,0.261
37077,0.494
37079,0.502
37081,0.528
37083,0.538
37085,0.499
37087,0.237
37089,0.300
37091,0.512
37093,0.488
37095,0.364
37097,0.411
37099,0.190
37101,0.481
37103,0.430
37105,0.512
37107,0.446
37109,0.399
37111,0.326
37113,0.229
37115,0.284
37117,0.365
37119,0.432
37121,0.305
37123,0.470
37125,0.506
37127,0.493
37129,0.452
37131,0.503
37133,0.454
37135,0.503
37137,0.414
37139,0.503
37141,0.443
37143,0.505
37145,0.546
37147,0.277
37149,0.332
37151,0.481
37153,0.458
37155,0.479
37157,0.463
37159,0.442
37161,0.332
37163,0.423
37165,0.489
37167,0.506
37169,0.434
37171,0.358
37173,0.190
37175,0.323
37177,0.480
37179,0.480
37181,0.500
37183,0.511
37185,0.517
37187,0.452
37189,0.300
37191,0.478
37193,0.357
37195,0.408
37197,0.367
37199,0.305
38001,9.002
38003,3.543
38005,5.298
38007,7.077
38009,10.977
38011,9.441
38013,9.780
38015,5.307
38017,3.209
38019,3.748
38021,8.513
38023,4.964
38025,6.613
38027,5.790
38029,5.446
38031,6.100
38033,8.196
38035,2.942
38037,6.426
38039,5.415
38041,6.936
38043,5.237
38045,8.083
38047,5.968
38049,11.826
38051,6.345
38053,5.701
38055,6.976
38057,100.000
38059,5.752
38061,7.103
38063,4.135
38065,6.377
38067,2.443
38069,6.802
38071,4.650
38073,3.219
38075,13.809
38077,3.159
38079,7.455
38081,3.750
38083,6.047
38085,6.032
38087,7.764
38089,6.226
38091,3.514
38093,6.355
38095,4.648
38097,2.632
38099,3.308
38101,9.584
38103,6.124
38105,7.415
39001,0.386
39003,0.494
39005,0.401
39007,0.293
39009,0.402
39011,0.465
39013,0.375
39015,0.366
39017,0.409
39019,0.387
39021,0.428
39023,0.421
39025,0.380
39027,0.386
39029,0.386
39031,0.402
39033,0.453
39035,0.313
39037,0.427
39039,0.488
39041,0.446
39043,0.456
39045,0.414
39047,0.406
39049,0.459
39051,0.493
39053,0.447
39055,0.283
39057,0.391
39059,0.389
39061,0.396
39063,0.487
39065,0.463
39067,0.382
39069,0.495
39071,0.380
39073,0.409
39075,0.401
39077,0.443
39079,0.405
39081,0.394
39083,0.403
39085,0.291
39087,0.381
39089,0.374
39091,0.433
39093,0.415
39095,0.495
39097,0.430
39099,0.371
39101,0.451
39103,0.409
39105,0.397
39107,0.466
39109,0.426
39111,0.330
39113,0.422
39115,0.384
39117,0.426
39119,0.382
39121,0.357
39123,0.467
39125,0.487
39127,0.389
39129,0.435
39131,0.423
39133,0.321
39135,0.406
39137,0.493
39139,0.402
39141,0.421
39143,0.462
39145,0.384
39147,0.456
39149,0.433
39151,0.388
39153,0.311
39155,0.340
39157,0.389
39159,0.441
39161,0.484
39163,0.413
39165,0.392
39167,0.364
39169,0.398
39171,0.467
39173,0.471
39175,0.462
40001,0.421
40003,2.533
40005,0.588
40007,100.000
40009,10.614
40011,5.078
40013,0.984
40015,5.380
40017,4.037
40019,1.645
40021,0.567
40023,0.532
40025,100.000
40027,1.812
40029,0.615
40031,1.693
40033,1.788
40035,0.572
40037,1.024
40039,6.551
40041,0.531
40043,19.027
40045,64.617
40047,1.751
40049,1.476
40051,2.413
40053,2.016
40055,6.846
40057,19.093
40059,100.000
40061,0.717
40063,1.911
40065,11.784
40067,1.861
40069,1.028
40071,2.131
40073,2.383
40075,3.494
40077,0.497
40079,0.367
40081,1.182
40083,1.884
40085,2.018
40087,1.951
40089,0.349
40091,2.110
40093,5.391
40095,2.233
40097,0.703
40099,1.510
40101,1.418
40103,1.328
40105,0.632
40107,1.761
40109,2.222
40111,0.952
40113,0.765
40115,0.522
40117,1.365
40119,2.239
40121,1.355
40123,0.943
40125,2.058
40127,0.341
40129,11.971
40131,0.834
40133,2.591
40135,0.403
40137,1.853
40139,100.000
40141,2.990
40143,0.785
40145,0.871
40147,0.645
40149,3.569
40151,7.309
40153,27.260
41001,1.620
41003,0.157
41005,0.121
41007,0.101
41009,0.151
41011,0.130
41013,2.035
41015,0.100
41017,0.608
41019,0.211
41021,1.349
41023,1.073
41025,1.297
41027,0.158
41029,0.355
41031,0.631
41033,0.206
41035,1.205
41037,1.122
41039,0.146
41041,0.100
41043,0.114
41045,5.082
41047,0.126
41049,1.296
41051,0.135
41053,0.136
41055,0.534
41057,0.100
41059,1.082
41061,0.610
41063,0.536
41065,0.356
41067,0.208
41069,1.417
41071,0.139
42001,0.359
42003,0.342
42005,0.268
42007,0.413
42009,0.369
42011,0.278
42013,0.323
42015,0.321
42017,0.270
42019,0.317
42021,0.261
42023,0.267
42025,0.212
42027,0.288
42029,0.299
42031,0.244
42033,0.264
42035,0.278
42037,0.283
42039,0.240
42041,0.287
42043,0.296
42045,0.288
42047,0.248
42049,0.243
42051,0.247
42053,0.239
42055,0.383
42057,0.396
42059,0.309
42061,0.338
42063,0.263
42065,0.257
42067,0.336
42069,0.282
42071,0.347
42073,0.337
42075,0.288
42077,0.222
42079,0.279
42081,0.273
42083,0.245
42085,0.299
42087,0.338
42089,0.229
42091,0.290
42093,0.281
42095,0.237
42097,0.286
42099,0.303
42101,0.303
42103,0.246
42105,0.278
42107,0.276
42109,0.296
42111,0.259
42113,0.269
42115,0.293
42117,0.357
42119,0.271
42121,0.235
42123,0.239
42125,0.348
42127,0.259
42129,0.259
42131,0.312
42133,0.337
44003,0.226
44005,0.232
44007,0.230
44009,0.222
45001,0.435
45003,0.414
45005,0.416
45007,0.370
45009,0.531
45011,0.432
45013,0.452
45015,0.623
45017,0.492
45019,0.589
45021,0.332
45023,0.427
45025,0.463
45027,0.621
45029,0.545
45031,0.471
45033,0.478
45035,0.571
45037,0.591
45039,0.453
45041,0.504
45043,0.511
45045,0.434
45047,0.540
45049,0.473
45051,0.463
45053,0.471
45055,0.484
45057,0.457
45059,0.438
45061,0.602
45063,0.476
45065,0.533
45067,0.460
45069,0.452
45071,0.441
45073,0.248
45075,0.537
45077,0.321
45079,0.422
45081,0.486
45083,0.376
45085,0.592
45087,0.402
45089,0.621
45091,0.400
46003,6.181
46005,8.951
46007,5.963
46009,3.212
46011,3.114
46013,8.339
46015,6.441
46017,100.000
46019,5.773
46021,5.745
46023,100.000
46025,4.481
46027,3.990
46029,3.246
46031,7.153
46033,7.997
46035,6.351
46037,5.452
46039,2.320
46041,5.760
46043,3.843
46045,8.883
46047,15.011
46049,9.050
46051,2.497
46053,5.357
46055,6.657
46057,3.207
46059,8.064
46061,6.434
46063,8.367
46065,100.000
46067,5.778
46069,5.994
46071,7.584
46073,6.003
46075,7.154
46077,4.311
46079,2.420
46081,4.110
46083,2.203
46085,6.313
46087,3.631
46089,7.075
46091,5.502
46093,6.287
46095,6.283
46097,4.683
46099,2.025
46101,1.987
46102,10.369
46103,5.313
46105,8.102
46107,4.610
46109,2.422
46111,7.189
46115,9.344
46117,6.119
46119,4.500
46121,4.633
46123,6.031
46125,3.142
46127,2.151
46129,4.958
46135,4.488
46137,6.618
47001,0.285
47003,0.275
47005,0.322
47007,0.254
47009,0.255
47011,0.249
47013,0.290
47015,0.274
47017,0.304
47019,0.270
47021,0.300
47023,0.293
47025,0.302
47027,0.302
47029,0.267
47031,0.268
47033,0.305
47035,0.248
47037,0.304
47039,0.297
47041,0.278
47043,0.291
47045,0.316
47047,0.304
47049,0.258
47051,0.261
47053,0.302
47055,0.263
47057,0.352
47059,0.304
47061,0.258
47063,0.328
47065,0.284
47067,0.331
47069,0.286
47071,0.301
47073,0.358
47075,0.293
47077,0.301
47079,0.316
47081,0.281
47083,0.302
47085,0.304
47087,0.298
47089,0.296
47091,0.286
47093,0.284
47095,0.338
47097,0.319
47099,0.264
47101,0.270
47103,0.260
47105,0.256
47107,0.239
47109,0.282
47111,0.303
47113,0.301
47115,0.253
47117,0.269
47119,0.280
47121,0.259
47123,0.256
47125,0.287
47127,0.264
47129,0.237
47131,0.309
47133,0.281
47135,0.277
47137,0.266
47139,0.224
47141,0.281
47143,0.269
47145,0.254
47147,0.308
47149,0.278
47151,0.253
47153,0.249
47155,0.263
47157,0.314
47159,0.294
47161,0.296
47163,0.358
47165,0.304
47167,0.307
47169,0.294
47171,0.300
47173,0.321
47175,0.276
47177,0.261
47179,0.298
47181,0.275
47183,0.300
47185,0.277
47187,0.303
47189,0.289
48001,0.839
48003,100.000
48005,0.646
48007,0.976
48009,6.068
48011,32.948
48013,11.030
48015,0.833
48017,100.000
48019,2.241
48021,3.998
48023,7.973
48025,3.097
48027,2.617
48029,3.050
48031,1.604
48033,63.429
48035,3.325
48037,0.781
48039,0.338
48041,1.805
48043,100.000
48045,67.997
48047,5.016
48049,8.587
48051,2.120
48053,2.010
48055,0.982
48057,0.654
48059,6.496
48061,42.805
48063,0.739
48065,100.000
48067,0.536
48069,100.000
48071,0.337
48073,0.690
48075,14.616
48077,4.680
48079,100.000
48081,83.334
48083,11.228
48085,0.892
48087,12.329
48089,1.341
48091,1.143
48093,3.958
48095,33.751
48097,1.339
48099,2.783
48101,12.171
48103,100.000
48105,26.859
48107,100.000
48109,100.000
48111,100.000
48113,1.243
48115,100.000
48117,100.000
48119,0.578
48121,1.249
48123,1.328
48125,25.392
48127,13.928
48129,26.019
48131,7.562
48133,4.031
48135,100.000
48137,5.139
48139,0.924
48141,100.000
48143,2.701
48145,2.952
48147,1.083
48149,2.204
48151,12.758
48153,100.000
48155,6.979
48157,0.545
48159,0.616
48161,0.991
48163,39.189
48165,100.000
48167,0.343
48169,26.613
48171,2.472
48173,100.000
48175,2.276
48177,0.974
48179,100.000
48181,1.506
48183,0.674
48185,1.051
48187,1.097
48189,100.000
48191,36.267
48193,2.499
48195,100.000
48197,7.954
48199,0.406
48201,0.363
48203,0.603
48205,100.000
48207,100.000
48209,1.039
48211,21.333
48213,0.818
48215,100.000
48217,1.584
48219,100.000
48221,7.215
48223,0.594
48225,0.831
48227,100.000
48229,100.000
48231,0.745
48233,100.000
48235,34.939
48237,3.698
48239,0.667
48241,1.020
48243,100.000
48245,0.368
48247,5.466
48249,7.376
48251,1.701
48253,10.884
48255,2.193
48257,0.880
48259,1.391
48261,4.753
48263,20.630
48265,1.602
48267,4.998
48269,9.824
48271,10.188
48273,5.006
48275,17.242
48277,0.872
48279,100.000
48281,2.343
48283,13.673
48285,0.861
48287,1.931
48289,0.961
48291,0.402
48293,1.276
48295,100.000
48297,12.391
48299,28.715
48301,100.000
48303,100.000
48305,100.000
48307,20.458
48309,2.815
48311,10.986
48313,0.929
48315,0.582
48317,100.000
48319,5.899
48321,0.652
48323,20.453
48325,4.107
48327,10.126
48329,100.000
48331,2.271
48333,4.211
48335,100.000
48337,1.673
48339,0.726
48341,100.000
48343,0.668
48345,36.920
48347,0.604
48349,0.934
48351,1.459
48353,31.927
48355,2.875
48357,100.000
48359,100.000
48361,0.492
48363,12.470
48365,0.673
48367,2.997
48369,100.000
48371,100.000
48373,0.797
48375,100.000
48377,100.000
48379,0.800
48381,100.000
48383,100.000
48385,3.127
48387,0.796
48389,100.000
48391,1.449
48393,88.037
48395,2.168
48397,0.882
48399,9.097
48401,0.664
48403,0.601
48405,0.580
48407,0.698
48409,3.357
48411,7.064
48413,12.688
48415,27.782
48417,9.028
48419,0.614
48421,100.000
48423,0.704
48425,5.607
48427,100.000
48429,8.473
48431,100.000
48433,16.702
48435,8.148
48437,100.000
48439,1.912
48441,11.363
48443,41.848
48445,100.000
48447,12.887
48449,0.658
48451,100.000
48453,3.094
48455,0.769
48457,0.501
48459,0.657
48461,100.000
48463,4.525
48465,100.000
48467,0.827
48469,1.099
48471,0.793
48473,0.737
48475,100.000
48477,1.593
48479,10.380
48481,1.050
48483,17.494
48485,6.794
48487,8.077
48489,6.292
48491,1.549
48493,2.110
48495,100.000
48497,2.310
48499,0.713
48501,100.000
48503,8.958
48505,6.350
48507,9.531
49001,2.173
49003,3.240
49005,0.907
49007,3.728
49009,26.688
49011,3.307
49013,2.215
49015,4.754
49017,5.952
49019,2.871
49021,1.489
49023,3.377
49025,5.170
49027,2.910
49029,1.254
49031,8.155
49033,7.040
49035,1.999
49037,4.175
49039,6.771
49041,5.828
49043,1.583
49045,3.720
49047,3.329
49049,2.906
49051,2.432
49053,3.730
49055,6.531
49057,2.061
50001,0.234
50003,0.218
50005,0.244
50007,-1.000
50009,0.226
50011,-1.000
50013,-1.000
50015,-1.000
50017,0.246
50019,0.235
50021,0.225
50023,0.235
50025,0.206
50027,0.224
51001,0.456
51003,0.397
51005,0.381
51007,0.487
51009,0.380
51011,0.438
51015,0.430
51017,0.383
51019,0.453
51021,0.368
51023,0.386
51025,0.497
51027,0.390
51029,0.396
51031,0.466
51033,0.484
51035,0.326
51036,0.417
51037,0.476
51041,0.486
51043,0.462
51045,0.377
51047,0.412
51049,0.453
51051,0.390
51053,0.481
51057,0.424
51059,0.411
51061,0.401
51063,0.330
51065,0.406
51067,0.461
51069,0.437
51071,0.372
51073,0.418
51075,0.441
51077,0.322
51079,0.408
51081,0.491
51083,0.525
51085,0.500
51087,0.423
51089,0.440
51091,0.397
51093,0.425
51095,0.428
51097,0.471
51099,0.431
51101,0.519
51103,0.423
51105,0.298
51107,0.407
51109,0.523
51111,0.493
51113,0.411
51115,0.395
51117,0.534
51119,0.409
51121,0.382
51125,0.379
51127,0.463
51131,-1.000
51133,0.414
51135,0.484
51137,0.456
51139,0.448
51141,0.427
51143,0.487
51145,0.453
51147,0.487
51149,0.427
51153,0.423
51155,0.327
51157,0.411
51159,0.426
51161,0.461
51163,0.390
51165,0.476
51167,0.342
51169,0.342
51171,0.532
51173,0.337
51175,0.476
51177,0.487
51179,0.435
51181,0.422
51183,0.478
51185,0.353
51187,0.462
51191,0.343
51193,0.433
51195,0.332
51197,0.318
51199,0.464
51510,0.417
51550,0.476
51590,0.506
51620,0.435
51650,0.449
51660,0.461
51680,0.383
51700,0.433
51740,0.473
51760,0.493
51770,0.477
51800,0.468
51810,0.483
53001,5.684
53003,0.915
53005,0.962
53007,0.226
53009,0.100
53011,0.100
53013,1.027
53015,0.114
53017,0.300
53019,0.295
53021,8.141
53023,1.010
53025,2.942
53027,0.100
53029,0.384
53031,0.100
53033,0.100
53035,0.189
53037,0.360
53039,0.339
53041,0.117
53043,1.345
53045,0.100
53047,0.548
53049,0.100
53051,0.372
53053,0.146
53057,0.100
53059,0.100
53061,0.100
53063,0.878
53065,0.510
53067,0.169
53069,0.121
53071,1.133
53073,0.100
53075,1.346
53077,0.514
54001,0.230
54003,0.419
54005,0.336
54007,0.271
54009,0.381
54011,0.357
54013,0.310
54015,0.235
54017,0.321
54019,0.277
54021,0.310
54023,0.378
54025,0.267
54027,0.462
54029,0.398
54031,0.471
54033,0.290
54035,0.383
54037,0.448
54039,0.289
54041,0.295
54043,0.336
54045,0.335
54047,0.386
54049,0.273
54051,0.385
54053,0.369
54055,0.372
54057,0.306
54059,0.373
54061,0.268
54063,0.354
54065,0.436
54067,0.208
54069,0.375
54071,0.460
54073,0.346
54075,0.281
54077,0.199
54079,0.338
54081,0.330
54083,0.206
54085,0.310
54087,0.294
54089,0.340
54091,0.238
54093,0.185
54095,0.323
54097,0.237
54099,0.356
54101,0.226
54103,0.336
54105,0.311
54107,0.348
54109,0.333
55001,0.585
55003,0.469
55005,0.561
55007,0.465
55009,0.725
55011,0.680
55013,0.581
55015,0.678
55017,0.558
55019,0.526
55021,0.559
55023,0.590
55025,0.575
55027,0.571
55029,0.729
55031,0.499
55033,0.563
55035,0.540
55037,0.586
55039,0.592
55041,0.600
55043,0.610
55045,0.551
55047,0.510
55049,0.559
55051,0.482
55053,0.540
55055,0.577
55057,0.567
55059,0.470
55061,0.727
55063,0.568
55065,0.564
55067,0.565
55069,0.548
55071,0.728
55073,0.558
55075,0.594
55077,0.509
55078,0.569
55079,0.567
55081,0.562
55083,0.638
55085,0.512
55087,0.608
55089,0.623
55091,0.617
55093,0.715
55095,0.660
55097,0.576
55099,0.509
55101,0.533
55103,0.566
55105,0.564
55107,0.515
55109,0.652
55111,0.589
55113,0.500
55115,0.587
55117,0.683
55119,0.533
55121,0.567
55123,0.613
55125,0.510
55127,0.540
55129,0.515
55131,0.586
55133,0.551
55135,0.566
55137,0.566
55139,0.554
55141,0.570
56001,7.856
56003,1.862
56005,19.387
56007,2.351
56009,9.158
56011,7.436
56013,1.726
56015,100.000
56017,3.705
56019,4.153
56021,100.000
56023,0.954
56025,4.230
56027,29.190
56029,0.690
56031,100.000
56033,2.962
56035,1.082
56037,3.677
56039,0.360
56041,4.343
56043,4.532
56045,22.661
